Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/16;nov/16;out/16;set/16;ago/16;jul/16;jun/16;mai/16;abr/16;mar/16;fev/16;jan/16;Competência;Data de atualização
CAIXA DE ASSISTÊNCIA DO SETOR ELÉTRICO - E-VIDA (418374);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;0,00;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND (413518);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS ADVOGADOS DO ESTADO DO RIO DE JANEIRO - CAARJ (355879);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA CEDAE (321869);Médico Hospitalar;Médio;171;167;88,89;87,50;71,43;50,00;50,00;33,33;40,00;40,00;71,43;50,00;57,14;40,00;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL (307319);Médico Hospitalar;Médio;;208;;0,00;66,67;50,00;62,50;42,86;66,67;33,33;66,67;83,33;100,00;100,00;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB (315583);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;0,00;0,00;0,00;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE (335789);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME (344184);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES (343331);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DA  ENERGISA SERGIPE (370321);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF (358754);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL (346659);Médico Hospitalar;Grande;44;32;97,77;95,90;94,20;93,04;93,09;93,09;93,13;92,79;92,01;91,73;90,11;89,28;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL (385697);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;80,00;80,00;87,50;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL (413534);Médico Hospitalar;Grande;1;76;100,00;50,00;66,67;71,43;87,50;100,00;100,00;100,00;100,00;100,00;75,00;0,00;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS (359122);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTENCIA MEDICA DOS EX-EMPREGADOS DO BEMAT (331856);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548);Médico Hospitalar;Pequeno;1;105;100,00;83,33;71,43;33,33;50,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE (320820);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477);Médico Hospitalar;Grande;1;22;100,00;98,08;93,02;87,80;87,18;89,47;95,00;88,89;93,33;82,50;87,18;82,76;201612;22/01/2017 02:12:18
CAIXA ECONÔMICA FEDERAL (312924);Médico Hospitalar;Grande;55;56;95,56;91,84;83,05;84,13;79,59;81,08;81,48;79,17;81,25;73,33;80,00;76,19;201612;22/01/2017 02:12:18
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A (418072);Médico Hospitalar;Grande;38;30;98,31;96,15;89,66;86,81;85,06;84,71;88,24;84,15;84,29;80,00;88,00;92,00;201612;22/01/2017 02:12:18
CAMBORIÚ SAÚDE LTDA. (360147);Médico Hospitalar;Pequeno;1;;100,00;;100,00;100,00;100,00;;;;0,00;0,00;0,00;0,00;201612;22/01/2017 02:12:18
CAMIM-CLINICA MÉDICA LTDA (319872);Médico Hospitalar;Médio;;;;;;;100,00;100,00;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
CARE PLUS MEDICINA ASSISTENCIAL LTDA. (379956);Médico Hospitalar;Médio;1;148;100,00;93,33;81,82;72,41;66,67;77,78;83,87;83,33;76,92;73,91;81,25;73,68;201612;22/01/2017 02:12:18
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA. (327328);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CASA DE SAÚDE SÃO BERNARDO S/A (363766);Médico Hospitalar;Médio;170;148;90,00;93,33;100,00;100,00;100,00;100,00;100,00;85,71;90,91;90,91;100,00;100,00;201612;22/01/2017 02:12:18
CB SAÚDE ADMINISTRAÇÃO EM SAUDE SUPLEMENTAR LTDA (418676);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;80,00;80,00;85,71;85,71;75,00;33,33;30,00;30,00;201612;22/01/2017 02:12:18
CEAM BRASIL - PLANOS DE SAÚDE S/A (311472);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CEDPLAN SAÚDE LTDA EPP (418749);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CELULOSE NIPO-BRASILEIRA S/A - CENIBRA (339270);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CEMIG SAÚDE (417505);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;0,00;;201612;22/01/2017 02:12:18
CEMIL CENTRO MEDICO DE ITU LTDA. (300012);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;0,00;0,00;0,00;201612;22/01/2017 02:12:18
CENCOSUD BRASIL COMERCIAL LTDA. (415235);Médico Hospitalar;Pequeno;1;126;100,00;50,00;75,00;66,67;66,67;0,00;0,00;;;0,00;0,00;0,00;201612;22/01/2017 02:12:18
CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL (339679);Médico Hospitalar;Grande;53;57;95,93;91,71;89,08;87,02;85,22;83,37;81,30;81,53;81,47;83,80;85,29;85,27;201612;22/01/2017 02:12:18
CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE SOCIEDADE COOPERATIVA (417092);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;;;;;;201612;22/01/2017 02:12:18
CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO (386596);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;66,67;66,67;66,67;100,00;100,00;;;0,00;66,67;201612;22/01/2017 02:12:18
CENTRO BARBACENENSE DE ASSISTÊNCIA MEDICA E SOCIAL (310361);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CENTRO CLÍNICO GAÚCHO LTDA (392804);Médico Hospitalar;Grande;66;43;92,86;94,44;88,89;94,12;91,67;100,00;100,00;89,47;92,31;90,91;100,00;91,67;201612;22/01/2017 02:12:18
CENTRO CLINICO NH LTDA. (304212);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA (415910);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;0,00;0,00;0,00;;0,00;50,00;201612;22/01/2017 02:12:18
CENTRO HOSPITALAR ATIBAIA LTDA. (350699);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;;;100,00;66,67;66,67;50,00;100,00;201612;22/01/2017 02:12:18
CENTRO MÉDICO ESTÂNCIA VELHA LTDA (403130);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CENTRO MÉDICO FÁTIMA LTDA (408883);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
CENTRO TRASMONTANO DE SAO PAULO (303623);Médico Hospitalar;Médio;157;136;97,44;96,15;90,74;90,20;91,30;97,67;100,00;95,74;92,31;90,91;94,59;94,29;201612;22/01/2017 02:12:18
CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (324892);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA  (413291);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201612;22/01/2017 02:12:18
CIMMAL OPERADORA DE PLANOS DE SAÚDE LTDA. (405051);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CIRCULO OPERARIO CAXIENSE (310247);Médico Hospitalar;Médio;1;183;100,00;80,00;85,71;81,82;85,71;75,00;;75,00;85,71;77,78;71,43;70,00;201612;22/01/2017 02:12:18
CLIMEPE TOTAL LTDA (343013);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;100,00;201612;22/01/2017 02:12:18
CLIMESA CLÍNICA MÉDICA SANTANA LTDA (342955);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA. (402770);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CLÍNICA SÃO GABRIEL S/S LTDA (415944);Médico Hospitalar;Pequeno;;132;;0,00;0,00;0,00;;;;;;;;;201612;22/01/2017 02:12:18
CLINICA SÃO JOSÉ SAUDE LTDA. (413275);Médico Hospitalar;Médio;1;1;100,00;100,00;66,67;80,00;80,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA (340782);Médico Hospitalar;Grande;1;36;100,00;95,65;89,29;83,33;88,00;93,75;100,00;90,48;92,31;88,89;93,55;89,19;201612;22/01/2017 02:12:18
CLINIPREV SAUDE LTDA (415413);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CMI - CLINICA DE MEDICINA INTEGRADA LTDA. (310239);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051);Médico Hospitalar;Pequeno;1;105;100,00;83,33;87,50;80,00;76,92;72,73;71,43;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA (416509);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO (392405);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;0,00;201612;22/01/2017 02:12:18
COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA (390259);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA (410624);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
COOPERATIVA AGROINDUSTRIAL DO ALEGRETE LTDA (355135);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS ""C.S. ASSISTANCE"" (350362)";Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA (313084);Médico Hospitalar;Pequeno;1;1;100,00;100,00;66,67;50,00;50,00;;;;;;0,00;0,00;201612;22/01/2017 02:12:18
COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE (337188);Médico Hospitalar;Médio;1;1;100,00;100,00;80,00;80,00;75,00;100,00;100,00;100,00;100,00;80,00;50,00;0,00;201612;22/01/2017 02:12:18
COOPERATIVA DE TRABALHO MÉDICO DE SÃO LUÍS LTDA. - UNIMED DE SÃO LUÍS (338559);Médico Hospitalar;Médio;;;;;;;;;;;;0,00;0,00;0,00;201612;22/01/2017 02:12:18
COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201612;22/01/2017 02:12:18
COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO (318213);Médico Hospitalar;Médio;;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
COOPERATIVA DE TRABALHO MÉDICO UNIMED TERESÓPOLIS (363774);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;87,50;40,00;201612;22/01/2017 02:12:18
COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE (314170);Médico Hospitalar;Pequeno;1;120;100,00;66,67;80,00;80,00;100,00;100,00;100,00;83,33;77,78;71,43;83,33;75,00;201612;22/01/2017 02:12:18
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA (404241);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
COOPUS - COOPERATIVA DE USUÁRIOS DO SISTEMA DE SAÚDE DE CAMPINAS (384356);Médico Hospitalar;Pequeno;1;1;100,00;100,00;80,00;80,00;75,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
COOPUS PLANOS DE SAÚDE LTDA (419168);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;;;;;201612;22/01/2017 02:12:18
CRUSAM CRUZEIRO DO SUL SERVIÇO DE ASSISTÊNCIA MÉDICA S.A. (324698);Médico Hospitalar;Médio;1;141;100,00;95,00;95,65;91,67;96,30;94,12;92,68;93,02;90,91;95,83;85,71;93,75;201612;22/01/2017 02:12:18
DANA INDUSTRIAS LTDA. (416118);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL (357669);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
DESENBAHIA - AGÊNCIA DE FOMENTO DO ESTADO DA BAHIA S/A (402052);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA. (349682);Médico Hospitalar;Médio;1;1;100,00;100,00;93,33;93,33;92,86;100,00;87,50;85,71;83,33;100,00;100,00;100,00;201612;22/01/2017 02:12:18
DONA SAÚDE CLINICAS LTDA. ME (365645);Médico Hospitalar;Pequeno;1;1;100,00;100,00;88,24;83,33;60,00;100,00;;;;;;;201612;22/01/2017 02:12:18
ECOLE SERVIÇOS MÉDICOS LTDA (414298);Médico Hospitalar;Médio;175;186;88,24;79,17;75,86;70,83;68,18;60,00;65,22;63,64;68,00;65,38;74,07;80,95;201612;22/01/2017 02:12:18
ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL (342611);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;90,00;81,82;70,00;75,00;66,67;87,50;83,33;100,00;85,71;201612;22/01/2017 02:12:18
ELETROSUL CENTRAIS ELÉTRICAS S/A (356891);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE (417297);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA (400891);Médico Hospitalar;Médio;1;208;100,00;0,00;33,33;50,00;80,00;100,00;100,00;75,00;75,00;50,00;0,00;66,67;201612;22/01/2017 02:12:18
EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A (320587);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE S.A. - BHTRANS (306525);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
EMPRESA GERENCIAL DE PROJETOS NAVAIS (410322);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA. (395480);Médico Hospitalar;Médio;164;141;94,74;95,00;91,30;72,73;72,73;79,17;100,00;100,00;90,48;81,25;78,57;88,24;201612;22/01/2017 02:12:18
EVANGELICO SAUDE LTDA. (401480);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
E.X.M BRASIL SAÚDE LTDA (416282);Médico Hospitalar;Pequeno;1;1;100,00;100,00;76,92;76,92;76,92;100,00;100,00;33,33;40,00;42,86;50,00;45,45;201612;22/01/2017 02:12:18
EXTREMAMEDIC PLANOS DE SAÚDE LTDA (411868);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA (313971);Médico Hospitalar;Médio;194;199;53,33;65,22;71,43;70,00;58,82;61,11;66,67;60,00;43,75;30,77;46,67;33,33;201612;22/01/2017 02:12:18
FILOSANITAS SAUDE LTDA (410888);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA (351091);Médico Hospitalar;Pequeno;114;112;80,00;75,00;75,00;83,33;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;201612;22/01/2017 02:12:18
FUNASA-SAÚDE - CAIXA DE ASSISTENCIA DOS EMPREGADOS DA SAELPA (370592);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG (315567);Médico Hospitalar;Pequeno;;;;;0,00;0,00;75,00;100,00;80,00;66,67;50,00;50,00;0,00;;201612;22/01/2017 02:12:18
FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA (346926);Médico Hospitalar;Médio;160;157;96,15;90,91;86,36;72,73;80,00;77,78;80,00;77,42;79,49;87,18;81,58;85,71;201612;22/01/2017 02:12:18
FUNDAÇÃO BENEFICENTE RIO DOCE (311499);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS (315044);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;50,00;201612;22/01/2017 02:12:18
FUNDAÇÃO CESP (315478);Médico Hospitalar;Médio;171;151;88,89;92,31;100,00;100,00;100,00;100,00;100,00;100,00;100,00;70,00;66,67;61,54;201612;22/01/2017 02:12:18
FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233);Médico Hospitalar;Médio;1;193;100,00;66,67;66,67;25,00;0,00;33,33;100,00;100,00;100,00;100,00;;0,00;201612;22/01/2017 02:12:18
FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV (307751);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (355151);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;83,33;85,71;75,00;201612;22/01/2017 02:12:18
FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES (339636);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB (309362);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO DE SAÚDE ITAIGUAPY (311359);Médico Hospitalar;Médio;;;;;;;;;;;;;100,00;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST (330809);Médico Hospitalar;Médio;;208;;0,00;0,00;0,00;;;;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL - ELETROS (313904);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR (418285);Médico Hospitalar;Médio;;;;;;;;100,00;100,00;100,00;;;100,00;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO IRMÃO DIAMANTINO - EM LIQUIDAÇÃO EXTRAJUDICIAL (419044);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
FUNDACAO LEONOR DE BARROS CAMARGO (410292);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL (378216);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;;;;;;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO PADRE ALBINO (413399);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;100,00;201612;22/01/2017 02:12:18
FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA (418501);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL - SABESPREV (336165);Médico Hospitalar;Médio;1;189;100,00;75,00;75,00;75,00;100,00;100,00;100,00;72,73;81,25;78,57;100,00;90,00;201612;22/01/2017 02:12:18
FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL (338648);Médico Hospitalar;Médio;1;;100,00;;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
FUNDAÇÃO SÃO FRANCISCO XAVIER (339954);Médico Hospitalar;Grande;1;1;100,00;100,00;78,57;80,00;70,59;85,71;75,00;80,00;83,33;100,00;100,00;92,31;201612;22/01/2017 02:12:18
FUNDAÇÃO SAÚDE ITAÚ (312126);Médico Hospitalar;Grande;1;51;100,00;93,10;92,31;90,48;94,87;96,55;96,15;89,29;88,57;85,71;91,18;91,43;201612;22/01/2017 02:12:18
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC (414689);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO (418129);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP (409286);Médico Hospitalar;Pequeno;;;;;;;;;;;;;100,00;100,00;201612;22/01/2017 02:12:18
GAMA SAUDE LTDA. (407011);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
GAMEC - GRUPO DE ASSISTÊNCIA MEDICA EMPRESARIAL DO CEARÁ LTDA. (347591);Médico Hospitalar;Pequeno;114;101;80,00;85,71;83,33;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;201612;22/01/2017 02:12:18
GARANTIA DE SAÚDE LTDA (343064);Médico Hospitalar;Médio;1;167;100,00;87,50;88,89;88,89;100,00;100,00;100,00;100,00;66,67;66,67;66,67;100,00;201612;22/01/2017 02:12:18
