Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/15;nov/15;out/15;set/15;ago/15;jul/15;jun/15;mai/15;abr/15;mar/15;fev/15;jan/15;Competência;Data de atualização
CAIXA DE ASSISTÊNCIA DOS ADVOGADOS DO ESTADO DO RIO DE JANEIRO - CAARJ (355879);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA CEDAE (321869);Médico Hospitalar;Médio;1;175;100,00;80,00;83,33;60,00;80,00;60,00;66,67;50,00;100,00;;;100,00;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL (307319);Médico Hospitalar;Médio;;1;;100,00;100,00;66,67;50,00;33,33;50,00;60,00;40,00;25,00;33,33;50,00;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB (315583);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE (335789);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME (344184);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES (343331);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DA  ENERGISA SERGIPE (370321);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF (358754);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL (346659);Médico Hospitalar;Grande;48;29;97,31;96,62;93,66;92,48;91,15;92,11;93,31;92,40;91,20;91,27;89,45;87,98;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL (385697);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;87,50;50,00;66,67;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL (413534);Médico Hospitalar;Grande;;1;;100,00;100,00;100,00;80,00;80,00;50,00;75,00;70,00;88,89;80,00;100,00;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS (359122);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTENCIA MEDICA DOS EX-EMPREGADOS DO BEMAT (331856);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;66,67;66,67;100,00;100,00;201512;22/01/2016 16:40:35
CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE (320820);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;100,00;201512;22/01/2016 16:40:35
CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477);Médico Hospitalar;Grande;1;30;100,00;96,43;96,67;93,75;96,55;96,43;96,30;89,29;88,89;91,30;95,65;95,24;201512;22/01/2016 16:40:35
CAIXA ECONÔMICA FEDERAL (312924);Médico Hospitalar;Grande;1;35;100,00;95,65;81,82;77,27;58,82;64,29;53,33;64,71;63,16;71,43;75,00;100,00;201512;22/01/2016 16:40:35
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A (418072);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;92,31;92,50;88,24;94,87;92,50;94,59;95,12;95,45;94,55;201512;22/01/2016 16:40:35
CAMBORIÚ SAÚDE LTDA. (360147);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
CAMIM-CLINICA MÉDICA LTDA (319872);Médico Hospitalar;Médio;;;;;;;;0,00;0,00;50,00;100,00;100,00;;;201512;22/01/2016 16:40:35
CARE PLUS MEDICINA ASSISTENCIAL LTDA. (379956);Médico Hospitalar;Médio;187;183;82,35;75,00;76,19;82,61;88,24;76,92;87,50;83,33;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CARIOCA - OPERADORA INTEGRADA DE SAÚDE S/S LTDA (402893);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CASA DE CARIDADE DE MURIAÉ - HOSPITAL SÃO PAULO (333514);Médico Hospitalar;Pequeno;110;126;0,00;0,00;0,00;;;;0,00;0,00;0,00;;;;201512;22/01/2016 16:40:35
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA. (327328);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CASA DE SAÚDE SÃO BERNARDO S/A (363766);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;85,71;77,78;78,95;90,00;88,24;90,00;84,00;86,67;201512;22/01/2016 16:40:35
CB SAÚDE ADMINISTRAÇÃO EM SAUDE SUPLEMENTAR LTDA (418676);Médico Hospitalar;Pequeno;1;113;100,00;66,67;0,00;0,00;50,00;50,00;50,00;;;;0,00;0,00;201512;22/01/2016 16:40:35
CEAM BRASIL - PLANOS DE SAÚDE S/A (311472);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CEDPLAN SAÚDE LTDA EPP (418749);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CELULOSE NIPO-BRASILEIRA S/A - CENIBRA (339270);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CEMIG SAÚDE (417505);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CEMIL CENTRO MEDICO DE ITU LTDA. (300012);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;;;;201512;22/01/2016 16:40:35
CENCOSUD BRASIL COMERCIAL LTDA. (415235);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL (339679);Médico Hospitalar;Grande;47;58;97,36;91,32;87,32;85,22;87,41;88,67;85,86;87,83;86,05;89,22;88,39;89,45;201512;22/01/2016 16:40:35
CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE SOCIEDADE COOPERATIVA (417092);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201512;22/01/2016 16:40:35
CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO (386596);Médico Hospitalar;Médio;1;1;100,00;100,00;0,00;50,00;50,00;100,00;0,00;50,00;50,00;50,00;0,00;0,00;201512;22/01/2016 16:40:35
CENTRO BARBACENENSE DE ASSISTÊNCIA MEDICA E SOCIAL (310361);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CENTRO CLÍNICO GAÚCHO LTDA (392804);Médico Hospitalar;Grande;78;78;84,62;83,33;90,91;91,30;95,00;92,86;93,75;95,00;93,10;92,31;92,00;95,00;201512;22/01/2016 16:40:35
CENTRO CLINICO NH LTDA. (304212);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA (415910);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;;;;;;201512;22/01/2016 16:40:35
CENTRO HOSPITALAR ATIBAIA LTDA. (350699);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CENTRO MÉDICO ESTÂNCIA VELHA LTDA (403130);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CENTRO MÉDICO FÁTIMA LTDA (408883);Médico Hospitalar;Pequeno;1;1;100,00;100,00;80,00;80,00;50,00;100,00;50,00;33,33;33,33;0,00;;0,00;201512;22/01/2016 16:40:35
CENTRO TRASMONTANO DE SAO PAULO (303623);Médico Hospitalar;Médio;159;143;95,00;90,91;88,89;87,10;89,71;89,83;95,74;91,11;91,94;87,69;90,32;84,31;201512;22/01/2016 16:40:35
CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (324892);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA  (413291);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CIME CIRURGIA E MEDICINA S/C LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL (323349);Médico Hospitalar;Pequeno;109;125;12,00;9,52;10,53;11,63;17,24;23,53;33,33;40,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CIMMAL OPERADORA DE PLANOS DE SAÚDE LTDA. (405051);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CIRCULO OPERARIO CAXIENSE (310247);Médico Hospitalar;Médio;178;152;85,71;87,50;84,62;84,62;76,92;50,00;66,67;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
CLIMEPE TOTAL LTDA (343013);Médico Hospitalar;Médio;1;175;100,00;80,00;80,00;75,00;100,00;100,00;100,00;100,00;;;100,00;100,00;201512;22/01/2016 16:40:35
CLIMESA CLÍNICA MÉDICA SANTANA LTDA (342955);Médico Hospitalar;Pequeno;;;;;100,00;66,67;66,67;50,00;0,00;0,00;0,00;;;;201512;22/01/2016 16:40:35
CLIMESQ - CLÍNICA MÉDICO ODONTOLÓGICA MESQUITA LTDA. (407607);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA. (402770);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CLINICA DE ASSISTENCIA MEDICA PERMANENTE (374903);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CLÍNICA SÃO GABRIEL S/S LTDA (415944);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CLÍNICA SÃO JOÃO LTDA (407623);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CLINICA SÃO JOSÉ SAUDE LTDA. (413275);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;85,71;83,33;71,43;85,71;66,67;75,00;66,67;201512;22/01/2016 16:40:35
CLINICA SAO LUCAS LTDA (408867);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA (340782);Médico Hospitalar;Grande;61;35;96,00;95,65;95,00;100,00;100,00;100,00;100,00;96,15;96,15;95,00;95,24;87,50;201512;22/01/2016 16:40:35
CLINIPREV SAUDE LTDA (415413);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CMI - CLINICA DE MEDICINA INTEGRADA LTDA. (310239);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COMPANHIA BRASILEIRA DE PETRÓLEO IPIRANGA (414549);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051);Médico Hospitalar;Pequeno;102;106;66,67;80,00;57,14;70,00;70,00;88,89;100,00;100,00;100,00;100,00;80,00;60,00;201512;22/01/2016 16:40:35
COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA (416509);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO (392405);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;201512;22/01/2016 16:40:35
COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA (390259);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA (410624);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;201512;22/01/2016 16:40:35
COOPERATIVA AGROINDUSTRIAL DO ALEGRETE LTDA (355135);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS ""C.S. ASSISTANCE"" (350362)";Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA (313084);Médico Hospitalar;Pequeno;;;;;;;50,00;50,00;50,00;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE (337188);Médico Hospitalar;Médio;1;167;100,00;83,33;80,00;77,78;80,00;100,00;100,00;75,00;80,00;80,00;100,00;100,00;201512;22/01/2016 16:40:35
COOPERATIVA DE TRABALHO MÉDICO DE SÃO LUÍS LTDA. - UNIMED DE SÃO LUÍS (338559);Médico Hospitalar;Médio;;;;;;;;;;;;0,00;0,00;0,00;201512;22/01/2016 16:40:35
COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO (318213);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
COOPERATIVA DE TRABALHO MÉDICO UNIMED TERESÓPOLIS (363774);Médico Hospitalar;Médio;184;190;83,33;71,43;66,67;80,00;100,00;88,89;83,33;66,67;100,00;50,00;66,67;75,00;201512;22/01/2016 16:40:35
COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE (314170);Médico Hospitalar;Pequeno;1;1;100,00;100,00;90,91;78,26;77,27;76,19;87,50;83,33;79,59;80,33;78,05;82,14;201512;22/01/2016 16:40:35
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA (404241);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
COOPERATIVA MÉDICA CAMPINAS - COOPERMECA (336432);Médico Hospitalar;Pequeno;110;126;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;201512;22/01/2016 16:40:35
COOPUS - COOPERATIVA DE USUÁRIOS DO SISTEMA DE SAÚDE DE CAMPINAS (384356);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;88,89;91,67;84,62;85,00;79,17;75,00;80,00;80,77;82,61;201512;22/01/2016 16:40:35
COTIA SAUDE ASSISTENCIA MEDICA S/C LTDA (414051);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;0,00;201512;22/01/2016 16:40:35
CPS PLANOS DE SAÚDE LTDA - EPP (415570);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;50,00;201512;22/01/2016 16:40:35
CRUSAM CRUZEIRO DO SUL SERVIÇO DE ASSISTÊNCIA MÉDICA S.A. (324698);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;92,86;88,89;85,71;88,46;92,59;93,55;96,30;94,59;201512;22/01/2016 16:40:35
DANA INDUSTRIAS LTDA. (416118);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL (357669);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
DESENBAHIA - AGÊNCIA DE FOMENTO DO ESTADO DA BAHIA S/A (402052);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA. (349682);Médico Hospitalar;Médio;1;152;100,00;87,50;83,33;50,00;75,00;75,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
DONA SAÚDE CLINICAS LTDA. ME (365645);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
ECOLE SERVIÇOS MÉDICOS LTDA (414298);Médico Hospitalar;Médio;162;139;93,33;92,31;83,33;84,62;85,71;81,82;81,82;81,82;91,67;83,33;78,95;70,59;201512;22/01/2016 16:40:35
ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL (342611);Médico Hospitalar;Médio;1;140;100,00;91,67;87,50;77,78;80,00;75,00;84,62;75,00;72,73;72,73;78,57;85,71;201512;22/01/2016 16:40:35
ELETROBRAS TERMONUCLEAR S.A - ELETRONUCLEAR (344699);Médico Hospitalar;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201512;22/01/2016 16:40:35
ELETROSUL CENTRAIS ELÉTRICAS S/A (356891);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE (417297);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;;;;;201512;22/01/2016 16:40:35
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA (400891);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;0,00;201512;22/01/2016 16:40:35
EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A (320587);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;50,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE S.A. - BHTRANS (306525);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;;201512;22/01/2016 16:40:35
EMPRESA GERENCIAL DE PROJETOS NAVAIS (410322);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201512;22/01/2016 16:40:35
ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA. (395480);Médico Hospitalar;Médio;1;137;100,00;92,86;88,89;92,59;96,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
EVANGELICO SAUDE LTDA. (401480);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;0,00;0,00;0,00;;;201512;22/01/2016 16:40:35
EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
E.X.M BRASIL SAÚDE LTDA (416282);Médico Hospitalar;Pequeno;1;105;100,00;84,62;66,67;63,64;50,00;40,00;16,67;33,33;33,33;50,00;100,00;100,00;201512;22/01/2016 16:40:35
EXTREMAMEDIC PLANOS DE SAÚDE LTDA (411868);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA (313971);Médico Hospitalar;Médio;202;124;42,11;18,75;20,00;18,52;50,00;50,00;83,33;50,00;50,00;0,00;;100,00;201512;22/01/2016 16:40:35
FILOSANITAS SAUDE LTDA (410888);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA (351091);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;87,50;90,00;90,00;85,71;80,00;66,67;100,00;87,50;201512;22/01/2016 16:40:35
FUNASA-SAÚDE - CAIXA DE ASSISTENCIA DOS EMPREGADOS DA SAELPA (370592);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG (315567);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA (346926);Médico Hospitalar;Médio;1;159;100,00;85,71;84,00;65,38;64,18;48,89;49,21;57,14;79,07;85,00;84,62;88,37;201512;22/01/2016 16:40:35
FUNDAÇÃO BENEFICENTE RIO DOCE (311499);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS (315044);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO CESP (315478);Médico Hospitalar;Médio;189;203;75,00;61,54;64,29;64,71;68,75;66,67;71,43;68,75;68,75;66,67;85,71;75,00;201512;22/01/2016 16:40:35
FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233);Médico Hospitalar;Médio;;;;;;100,00;50,00;50,00;0,00;75,00;80,00;100,00;100,00;0,00;201512;22/01/2016 16:40:35
FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV (307751);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (355151);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;201512;22/01/2016 16:40:35
FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES (339636);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB (309362);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;50,00;50,00;66,67;100,00;100,00;;;201512;22/01/2016 16:40:35
FUNDAÇÃO DE SAÚDE ITAIGUAPY (311359);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;100,00;100,00;100,00;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST (330809);Médico Hospitalar;Médio;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL - ELETROS (313904);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;100,00;100,00;201512;22/01/2016 16:40:35
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR (418285);Médico Hospitalar;Médio;1;;100,00;;100,00;100,00;100,00;;;;;;100,00;100,00;201512;22/01/2016 16:40:35
FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942);Médico Hospitalar;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201512;22/01/2016 16:40:35
FUNDAÇÃO IRMÃO DIAMANTINO - EM LIQUIDAÇÃO EXTRAJUDICIAL (419044);Médico Hospitalar;Pequeno;1;106;100,00;80,00;87,50;84,62;92,86;88,89;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
FUNDACAO LEONOR DE BARROS CAMARGO (410292);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;;;0,00;0,00;0,00;0,00;0,00;201512;22/01/2016 16:40:35
FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL (378216);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201512;22/01/2016 16:40:35
FUNDAÇÃO PADRE ALBINO (413399);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;0,00;0,00;201512;22/01/2016 16:40:35
FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA (418501);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;;;;;;;201512;22/01/2016 16:40:35
FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL - SABESPREV (336165);Médico Hospitalar;Médio;1;147;100,00;88,89;88,89;85,71;71,43;66,67;40,00;75,00;66,67;100,00;0,00;50,00;201512;22/01/2016 16:40:35
FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL (338648);Médico Hospitalar;Médio;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
