Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/18;nov/18;out/18;set/18;ago/18;jul/18;jun/18;mai/18;abr/18;mar/18;fev/18;jan/18;Competência;Data de atualização
CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO (418820);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DO SETOR ELÉTRICO - E-VIDA (418374);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND (413518);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA CEDAE (321869);Médico Hospitalar;Médio;197;196;57,14;66,67;75,00;100,00;100,00;91,67;90,91;85,71;88,89;93,33;93,75;94,44;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855);Médico Hospitalar;Pequeno;144;150;0,00;0,00;;;;;;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL (307319);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;75,00;75,00;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB (315583);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE (335789);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME (344184);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES (343331);Médico Hospitalar;Pequeno;144;150;0,00;0,00;0,00;;;;0,00;0,00;0,00;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DA  ENERGISA SERGIPE (370321);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF (358754);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL (346659);Médico Hospitalar;Grande;35;43;95,85;94,22;92,94;91,33;91,55;92,49;91,02;90,91;90,81;95,09;93,56;93,52;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL (385697);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;93,33;92,86;85,71;90,00;92,31;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL (413534);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;85,71;83,33;66,67;50,00;60,00;50,00;77,78;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS (359122);Médico Hospitalar;Pequeno;;;;;;100,00;50,00;50,00;0,00;;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTENCIA MEDICA DOS EX-EMPREGADOS DO BEMAT (331856);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE (320820);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;100,00;100,00;66,67;201812;16/01/2019 04:17:13
CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477);Médico Hospitalar;Médio;180;178;78,57;85,00;87,10;89,47;88,57;82,93;84,62;81,58;87,10;87,80;91,07;87,93;201812;16/01/2019 04:17:13
CAIXA ECONÔMICA FEDERAL (312924);Médico Hospitalar;Grande;56;57;91,67;91,09;93,24;93,29;91,88;90,95;90,23;90,80;90,91;91,36;92,00;92,48;201812;16/01/2019 04:17:13
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A (418072);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;96,88;96,30;95,45;100,00;94,44;91,67;92,31;96,15;100,00;201812;16/01/2019 04:17:13
CAMIM-CLINICA MÉDICA LTDA (319872);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;50,00;201812;16/01/2019 04:17:13
CARE PLUS MEDICINA ASSISTENCIAL LTDA. (379956);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;87,50;84,62;84,62;92,86;88,89;87,50;88,89;201812;16/01/2019 04:17:13
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA. (327328);Médico Hospitalar;Pequeno;;;;;;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
CASA DE SAÚDE SÃO BERNARDO S/A (363766);Médico Hospitalar;Médio;162;159;90,00;92,31;87,50;92,31;92,31;91,67;90,91;80,00;87,50;85,71;100,00;100,00;201812;16/01/2019 04:17:13
CB SAÚDE ADMINISTRAÇÃO EM SAUDE SUPLEMENTAR LTDA (418676);Médico Hospitalar;Pequeno;143;150;40,00;0,00;60,00;75,00;60,00;16,67;45,45;46,67;61,54;65,85;69,57;63,41;201812;16/01/2019 04:17:13
CEAM BRASIL - PLANOS DE SAÚDE S/A (311472);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CEDPLAN SAÚDE LTDA EPP (418749);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CELULOSE NIPO-BRASILEIRA S/A - CENIBRA (339270);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CEMIG SAÚDE (417505);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;80,00;85,71;85,71;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CEMIL CENTRO MEDICO DE ITU LTDA. (300012);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;0,00;201812;16/01/2019 04:17:13
CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL (339679);Médico Hospitalar;Grande;45;38;95,05;95,14;94,75;95,19;92,84;90,38;90,52;91,67;94,06;94,12;92,94;91,12;201812;16/01/2019 04:17:13
CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE SOCIEDADE COOPERATIVA (417092);Médico Hospitalar;Pequeno;134;150;50,00;0,00;0,00;;;;;100,00;100,00;100,00;;100,00;201812;16/01/2019 04:17:13
CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO (386596);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;66,67;33,33;201812;16/01/2019 04:17:13
CENTRO BARBACENENSE DE ASSISTÊNCIA MEDICA E SOCIAL (310361);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CENTRO CLÍNICO GAÚCHO LTDA (392804);Médico Hospitalar;Grande;54;50;92,31;92,86;86,67;90,00;85,71;100,00;100,00;100,00;86,67;85,71;83,33;94,74;201812;16/01/2019 04:17:13
CENTRO CLINICO NH LTDA. (304212);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA (415910);Médico Hospitalar;Pequeno;;;;;;50,00;50,00;50,00;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
CENTRO HOSPITALAR ATIBAIA LTDA. (350699);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
CENTRO MÉDICO ESTÂNCIA VELHA LTDA (403130);Médico Hospitalar;X;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CENTRO MÉDICO FÁTIMA LTDA (408883);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CENTRO TRASMONTANO DE SAO PAULO (303623);Médico Hospitalar;Médio;148;156;96,15;93,10;91,67;91,18;95,00;97,62;100,00;100,00;100,00;100,00;96,43;96,97;201812;16/01/2019 04:17:13
CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (324892);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA  (413291);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
CIRCULO OPERARIO CAXIENSE (310247);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;0,00;66,67;201812;16/01/2019 04:17:13
CLIMEPE TOTAL LTDA (343013);Médico Hospitalar;Médio;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;201812;16/01/2019 04:17:13
CLIMESA CLÍNICA MÉDICA SANTANA LTDA (342955);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201812;16/01/2019 04:17:13
CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA. (402770);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CLÍNICA SÃO GABRIEL S/S LTDA (415944);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CLINICA SÃO JOSÉ SAUDE LTDA. (413275);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;62,50;70,00;72,73;100,00;100,00;201812;16/01/2019 04:17:13
CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA (340782);Médico Hospitalar;Grande;21;26;97,87;96,72;96,15;95,92;95,24;94,23;92,45;94,64;95,35;97,06;89,66;88,46;201812;16/01/2019 04:17:13
CLINIPREV SAUDE LTDA (415413);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CMI - CLINICA DE MEDICINA INTEGRADA LTDA. (310239);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA (419796);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051);Médico Hospitalar;Pequeno;134;143;50,00;50,00;50,00;100,00;100,00;66,67;0,00;66,67;100,00;80,00;66,67;50,00;201812;16/01/2019 04:17:13
COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA (416509);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO (392405);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189);Médico Hospitalar;Pequeno;;;;;;;;0,00;0,00;0,00;;;;;201812;16/01/2019 04:17:13
COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA (390259);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;0,00;0,00;201812;16/01/2019 04:17:13
CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA (410624);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS ""C.S. ASSISTANCE"" (350362)";Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA (313084);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;75,00;75,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE (337188);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;201812;16/01/2019 04:17:13
COOPERATIVA DE TRABALHO MÉDICO DE SÃO LUÍS LTDA. - UNIMED DE SÃO LUÍS (338559);Médico Hospitalar;Médio;;;;;0,00;0,00;0,00;;;;;0,00;0,00;0,00;201812;16/01/2019 04:17:13
COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO (318213);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE (314170);Médico Hospitalar;Pequeno;120;123;88,89;90,91;100,00;100,00;100,00;100,00;100,00;87,50;81,82;78,57;80,00;85,71;201812;16/01/2019 04:17:13
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA (404241);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;0,00;0,00;;;;;201812;16/01/2019 04:17:13
COOPUS PLANOS DE SAÚDE LTDA (419168);Médico Hospitalar;Pequeno;118;127;89,74;89,36;81,58;88,00;80,00;88,24;76,19;81,48;79,17;90,00;94,12;100,00;201812;16/01/2019 04:17:13
CRUSAM CRUZEIRO DO SUL SERVIÇO DE ASSISTÊNCIA MÉDICA S.A. (324698);Médico Hospitalar;Médio;;;;;;;0,00;66,67;83,33;100,00;100,00;96,88;90,63;87,50;201812;16/01/2019 04:17:13
DANA INDUSTRIAS LTDA. (416118);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL (357669);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA. (349682);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;86,67;84,62;85,71;201812;16/01/2019 04:17:13
DONA SAÚDE CLINICAS LTDA. ME (365645);Médico Hospitalar;Pequeno;144;137;0,00;66,67;66,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
ECO SAÚDE PLANO EMPRESARIAL LTDA - EPP (420069);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;0,00;50,00;33,33;33,33;0,00;0,00;0,00;201812;16/01/2019 04:17:13
ECOLE SERVIÇOS MÉDICOS LTDA (414298);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;87,50;80,00;83,33;100,00;90,00;84,62;73,33;81,25;201812;16/01/2019 04:17:13
ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL (342611);Médico Hospitalar;Médio;1;1;100,00;100,00;77,78;80,00;81,82;91,67;85,71;85,71;90,91;100,00;100,00;92,86;201812;16/01/2019 04:17:13
ELETROSUL CENTRAIS ELÉTRICAS S/A (356891);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE (417297);Médico Hospitalar;Pequeno;1;;100,00;;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA (400891);Médico Hospitalar;Médio;182;188;75,00;75,00;66,67;75,00;76,92;78,57;87,50;72,73;71,43;50,00;0,00;66,67;201812;16/01/2019 04:17:13
EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A (320587);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
EMPRESA DE TRANSPORTES E TRÂNSITO DE BELO HORIZONTE S.A. - BHTRANS (306525);Médico Hospitalar;Pequeno;;;;;100,00;50,00;50,00;0,00;;;;;;;201812;16/01/2019 04:17:13
EMPRESA GERENCIAL DE PROJETOS NAVAIS (410322);Médico Hospitalar;Pequeno;;;;;;100,00;50,00;50,00;50,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA. (395480);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;86,67;80,00;80,00;201812;16/01/2019 04:17:13
ESTALEIRO ATLÂNTICO SUL S/A (420905);Médico Hospitalar;Pequeno;134;137;50,00;66,67;75,00;66,67;50,00;0,00;0,00;0,00;;0,00;0,00;0,00;201812;16/01/2019 04:17:13
EVANGELICO SAUDE LTDA. (401480);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179);Médico Hospitalar;Pequeno;1;;100,00;;100,00;50,00;33,33;0,00;0,00;0,00;0,00;0,00;;0,00;201812;16/01/2019 04:17:13
E.X.M BRASIL SAÚDE LTDA (416282);Médico Hospitalar;Pequeno;127;136;77,27;77,78;79,31;85,71;80,00;64,29;78,95;78,57;79,31;74,07;76,92;72,73;201812;16/01/2019 04:17:13
EXTREMAMEDIC PLANOS DE SAÚDE LTDA (411868);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA (313971);Médico Hospitalar;Médio;1;1;100,00;100,00;92,31;90,00;90,00;90,91;94,12;94,44;93,33;86,67;87,50;95,24;201812;16/01/2019 04:17:13
FILOSANITAS SAUDE LTDA (410888);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201812;16/01/2019 04:17:13
FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA (351091);Médico Hospitalar;Médio;173;173;83,33;85,71;90,91;80,00;70,00;75,00;94,12;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
FUNASA-SAÚDE - CAIXA DE ASSISTENCIA DOS EMPREGADOS DA SAELPA (370592);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG (315567);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;75,00;66,67;50,00;;;201812;16/01/2019 04:17:13
FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA (346926);Médico Hospitalar;Médio;145;144;96,67;97,22;89,74;90,91;82,14;82,14;82,76;88,89;97,22;93,33;96,15;92,86;201812;16/01/2019 04:17:13
FUNDAÇÃO BENEFICENTE RIO DOCE (311499);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS (315044);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO CESP (315478);Médico Hospitalar;Médio;1;162;100,00;92,00;89,66;90,91;90,00;84,00;80,95;89,47;100,00;92,86;94,12;93,33;201812;16/01/2019 04:17:13
FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;88,89;83,33;83,33;201812;16/01/2019 04:17:13
FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV (307751);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;0,00;0,00;0,00;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (355151);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;85,71;87,50;88,89;100,00;100,00;100,00;75,00;66,67;66,67;201812;16/01/2019 04:17:13
FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL (420701);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES (339636);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB (309362);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;100,00;;100,00;100,00;100,00;;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO DE SAÚDE ITAIGUAPY (311359);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;;0,00;66,67;66,67;100,00;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST (330809);Médico Hospitalar;Médio;;;;;;;;;;0,00;0,00;0,00;100,00;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO ELETROBRÁS DE SEGURIDADE SOCIAL - ELETROS (313904);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR (418285);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;;;;;;;;201812;16/01/2019 04:17:13
FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FUNDACAO LEONOR DE BARROS CAMARGO (410292);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL (378216);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA (418501);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL - SABESPREV (336165);Médico Hospitalar;Médio;168;167;87,50;90,00;92,31;100,00;91,67;90,91;91,67;92,31;90,91;92,31;91,67;92,86;201812;16/01/2019 04:17:13
FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL (338648);Médico Hospitalar;Médio;203;210;0,00;0,00;;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
FUNDAÇÃO SÃO FRANCISCO XAVIER (339954);Médico Hospitalar;Grande;1;1;100,00;100,00;94,44;90,00;89,47;91,67;85,71;88,46;90,48;94,74;85,71;76,92;201812;16/01/2019 04:17:13
FUNDAÇÃO SAÚDE ITAÚ (312126);Médico Hospitalar;Grande;68;71;84,85;80,56;77,78;78,57;80,95;87,18;88,57;89,47;92,68;95,00;94,44;83,33;201812;16/01/2019 04:17:13
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC (414689);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO (418129);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP (409286);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
GAMA SAUDE LTDA. (407011);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
GAMEC - GRUPO DE ASSISTÊNCIA MEDICA EMPRESARIAL DO CEARÁ LTDA. (347591);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;93,33;90,91;73,33;76,09;81,25;86,14;87,50;84,93;84,13;201812;16/01/2019 04:17:13
GARANTIA DE SAÚDE LTDA (343064);Médico Hospitalar;Médio;165;159;88,89;92,31;93,75;92,31;69,23;60,00;72,73;92,86;93,33;83,33;77,78;70,00;201812;16/01/2019 04:17:13
GEAP AUTOGESTÃO EM SAÚDE (323080);Médico Hospitalar;Grande;30;41;96,38;94,67;92,42;94,01;95,20;96,77;94,47;94,44;91,74;89,90;87,20;89,32;201812;16/01/2019 04:17:13
GKN DO BRASIL LTDA (416819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
